unit_name,registration_no,udyam_no,nature_of_industry,enterprise_type,product_activity,district,taluk,address,contact_person,phone,registration_date,commencement_date,gstin,pan,iec_code,has_iec,paid_up_capital,authorized_capital,employee_count,annual_turnover,export_turnover,import_turnover,bank_name,ad_code,years_in_business,mca_status,is_shell,related_party_txn_pct,turnover_capital_ratio,primary_port,hs_code_primary,s.no,"name,_address_&_email_id_of_the_unit",contact_person_name_&_contact_no.,category_(manufacturer_/_supplier),product_name,stock_in_hand_(in_nos.),production_capacity_per_week_(_in_nos.),remarks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,"M/s MAGNIFICENT ENGINEERS,TS 36, SIDCO INDUSTRIAL ESTATE,
KURUCHI
COIMBATORE - 21ananth572@gmail.com",VELUSAMY  S9092610001,Manufacturer,Fowler Cot,25.0,200.0,stocks may be sold on first cum  first serve basis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401,"M/s MAGNIFICENT ENGINEERS,TS 36, SIDCO INDUSTRIAL ESTATE,
KURUCHI
COIMBATORE - 21ananth572@gmail.com",VELUSAMY  S9092610001,Manufacturer,Hospital Matresses,25.0,200.0,stocks may be sold on first cum  first serve basis
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,"M/s PREMIER PRODUCTS,101 SIDCO INDL ESTATE
KURUCHIananthpremier@gmail.com",ANANTHAKUMAR9443145572,Manufacturer,Fowler Cot,25.0,200.0,Stocks available for immediate sale.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,"M/s PREMIER PRODUCTS,101 SIDCO INDL ESTATE
KURUCHIananthpremier@gmail.com",ANANTHAKUMAR9443145572,Manufacturer,Hospital Matresses,25.0,200.0,Stocks available for immediate sale.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,"M/s VL APPLIANCE INDIA PRIVATE LIMITED,90,V.K.ROAD,PEELAMEDU,COIMBATORE-641004vijayalakshmimktg@gmail.com",MR.N.RAJAN BABU9843077895,Manufacturer,PPE KITS,20000.0,60000.0,"WE HAVE GOGGLES , FACE SHIELD(DISPOSABLE),PPE KIT"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,"M/s RELIANT LIFE SOLUTIONS,34, VINAYAGAR KOVIL STREET, KRISHNASWAMY NAGAR, RAMANATHAPURAM, COIMBATORE-641 045reliantt@gmail.com",MANIKANDAN9894224950,Manufacturer,PPE KITS,2000.0,3000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406,"M/s RELIANT LIFE SOLUTIONS,34, VINAYAGAR KOVIL STREET, KRISHNASWAMY NAGAR, RAMANATHAPURAM, COIMBATORE-641 045reliantt@gmail.com",MANIKANDAN9894224950,Manufacturer,3Ply Surgical Masks,10000.0,50000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407,"M/s SAKTHI ELECTRICAL CONTROL,NO.72, RVS NAGAR,
TAGORE ROAD,
GANAPATHY,
COIMBATORE-641006info@sakthistabilizer.in",Thilagar S9786077355,Supplier,Sanitizer (Alcohol Based),100.0,200.0,"AUTOMATIC SANITIZER DISPENSER
CONTACT LESS  SANITIZER DISPENSER
SANITIZER DISPENSER"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408,"M/s PRIME KNIT FASHION,NO-1,FIRST CROSS STREET, PONNAMAL LAYOUT, K.P.PUDHUR MAIN ROAD, KANGAYAM ROAD, TIRUPUR 641604.prime@primeknitfashion.in",UDHAYAKUMAR9942902999,Manufacturer,PPE KITS,500.0,5000.0,WE ARE ALSO DOING COTTON FACE MASK & NON WOVEN FULL SUIT.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409,"M/s PRIME KNIT FASHION,NO-1,FIRST CROSS STREET, PONNAMAL LAYOUT, K.P.PUDHUR MAIN ROAD, KANGAYAM ROAD, TIRUPUR 641604.prime@primeknitfashion.in",UDHAYAKUMAR9942902999,Manufacturer,3Ply Surgical Masks,1000.0,10000.0,WE ARE ALSO DOING COTTON FACE MASK & NON WOVEN FULL SUIT.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410,"M/s Paramount Trading Corporation,332/5-A, Nehru Nagar West, Kalapatti Road, Coimbatore 641014cbe.paramount@gmail.com",Juzer9943848989,Manufacturer,3Ply Surgical Masks,25000.0,70000.0,"We manufacture 3Ply surgical Masks 
We are dealers of Theruptor Sanitizer"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411,"M/s Paramount Trading Corporation,332/5-A, Nehru Nagar West, Kalapatti Road, Coimbatore 641014cbe.paramount@gmail.com",Juzer9943848989,Manufacturer,Sanitizer (Alcohol Based),300.0,2000.0,"We manufacture 3Ply surgical Masks 
We are dealers of Theruptor Sanitizer"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412,"M/s INDIA HOME DECORE,NO 6 SRI RAM NAGAR LAXIMI PURAM PEELMEDU POST
COIMBATOREindiahomedecore@gmail.com",India Home Decor8248952126,Manufacturer,PPE KITS,2000.0,2000.0,"WE ARE DOING ALL KIND OF HOSPITAL LINENS , UNIFORMS, BED SHEETS ,PILLOW COVERS , PILLOWS ,PPE KIT , MASK ETC"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413,"M/s INDIA HOME DECORE,NO 6 SRI RAM NAGAR LAXIMI PURAM PEELMEDU POST
COIMBATOREindiahomedecore@gmail.com",India Home Decor8248952126,Manufacturer,3Ply Surgical Masks,15000.0,30000.0,"WE ARE DOING ALL KIND OF HOSPITAL LINENS , UNIFORMS, BED SHEETS ,PILLOW COVERS , PILLOWS ,PPE KIT , MASK ETC"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,"M/s INDIA HOME DECORE,NO 6 SRI RAM NAGAR LAXIMI PURAM PEELMEDU POST
COIMBATOREindiahomedecore@gmail.com",India Home Decor8248952126,Manufacturer,Hospital Matresses,1000.0,1000.0,"WE ARE DOING ALL KIND OF HOSPITAL LINENS , UNIFORMS, BED SHEETS ,PILLOW COVERS , PILLOWS ,PPE KIT , MASK ETC"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,"M/s INDIA HOME DECORE,NO 6 SRI RAM NAGAR LAXIMI PURAM PEELMEDU POST
COIMBATOREindiahomedecore@gmail.com",India Home Decor8248952126,Manufacturer,Pillows,1000.0,1000.0,"WE ARE DOING ALL KIND OF HOSPITAL LINENS , UNIFORMS, BED SHEETS ,PILLOW COVERS , PILLOWS ,PPE KIT , MASK ETC"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416,"M/s SOCO PRODUCTS PRIVATE LIMITED,NO.1, NAVA INDIA ROAD, COIMBATORE - 641028anmol@socous.com",Anmol Vij9543952233,Manufacturer,PPE KITS,6000.0,2500.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,"M/s SOCO PRODUCTS PRIVATE LIMITED,NO.1, NAVA INDIA ROAD, COIMBATORE - 641028anmol@socous.com",Anmol Vij9543952233,Manufacturer,3Ply Surgical Masks,25000.0,25000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,"M/s Pioneer Furnishers,968A-1, Mettupalayam Road, Opp Satish Petrol Bunk, Coimbatorepioneerfurnishers@yahoo.co.in",Sanjay Kumar Vij9363125437,Manufacturer,PPE KITS,5000.0,2500.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419,"M/s Pioneer Furnishers,968A-1, Mettupalayam Road, Opp Satish Petrol Bunk, Coimbatorepioneerfurnishers@yahoo.co.in",Sanjay Kumar Vij9363125437,Manufacturer,3Ply Surgical Masks,200000.0,15000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,"M/s West Coast Engineering Corporation,491/3 NALLAMPALAYAM,MANIYAKARAMPALAYAM ROAD,GANAPATHI POST COIMBATORE-641006marketing@westcoastkarisohn.com",MANOJ RAJAGOPAL9843133312,Manufacturer,VENTILATOR,0.0,500.0,"Can be manufactured upto 5000 Nos per week subject to Banking Support, and Some Parts Which are Imported . Our manufacturing we can step up. We are a 48 Year old company and pioneers in India into Special Purpose Machines and Clientele include Companies in Power , Railways , Atomic Energy etc for whom.we have done lot of Indegenisation.  References can be taken from.comoanies like BHEL . 
Website: www.westcoastkarisohn.com"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,"M/s Pioneer Furnishers,968A-1, Mettupalayam Road, Opp Satish Petrol Bunk, Coimbatorepioneerfurnishers@yahoo.co.in",Sanjay Kumar Vij9363125437,Manufacturer,Pillows,20.0,50.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422,"M/s KOTHARI UNIFORMS PRIVATE LIMITED,199 200, SUKRAWARPET, Coimbatore, Tamil Nadu, India, 641001kothariuniforms@gmail.com",SURESH JAIN9790614329,Manufacturer,COVID TESTING KITS,2000.0,10000.0,"Kit Content : 
1) Body suit with Hood
2) Face Mask
3) Gloves
4) Face Cover
5) Shoe Cover

We also manufacturer REUSABLE PPE Kit"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,"M/s KOTHARI UNIFORMS PRIVATE LIMITED,199 200, SUKRAWARPET, Coimbatore, Tamil Nadu, India, 641001kothariuniforms@gmail.com",SURESH JAIN9790614329,Manufacturer,PPE KITS,2500.0,10000.0,We also manufacturer REUSABLE PPE Kits
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,"M/s ALTUS HEALTH CARE SOLUTIONS,60G/2, NEAR LAKSHMI KALYANA MANDAPAM, TRICHY ROAD,PAPPAMPATTY PRIVU, COIMBATORE, TAMILNADU-641103altushealthcaresolutions@gmail.com",TITUS VARGHESE9566395077,Manufacturer,PPE KITS,2000.0,1000.0,"DOCROTS GOWN, HIV KIT, SUGI KIT,"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425,"M/s ALTUS HEALTH CARE SOLUTIONS,60G/2, NEAR LAKSHMI KALYANA MANDAPAM, TRICHY ROAD,PAPPAMPATTY PRIVU, COIMBATORE, TAMILNADU-641103altushealthcaresolutions@gmail.com",TITUS VARGHESE9566395077,Manufacturer,Pillows,500.0,1000.0,"DOCROTS GOWN, HIV KIT, SUGI KIT,"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,"M/s Tushiyah Enterprises,Prestige Wellington Park, Gangamma Circle, Jalahalli East, Gangamma Circle, Opp. Allen Institute, Bangalore - 560013irene@tushiyahenterprises.com",Irene James7715059892,Manufacturer,PPE KITS,5000.0,35000.0,We also supply SSMMS fabric for PPE Kits. Contact us for video and pictures and more requirements/enquiries.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,"M/s Tushiyah Enterprises,Prestige Wellington Park, Gangamma Circle, Jalahalli East, Gangamma Circle, Opp. Allen Institute, Bangalore - 560013irene@tushiyahenterprises.com",Irene James7715059892,Manufacturer,3Ply Surgical Masks,20000.0,140000.0,We also supply SSMMS fabric for PPE Kits. Contact us for video and pictures and more requirements/enquiries.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428,"M/s Tushiyah Enterprises,Prestige Wellington Park, Gangamma Circle, Jalahalli East, Gangamma Circle, Opp. Allen Institute, Bangalore - 560013irene@tushiyahenterprises.com",Irene James7715059892,Manufacturer,KN95 Masks / N95 Masks,20000.0,140000.0,We also supply SSMMS fabric for PPE Kits. Contact us for video and pictures and more requirements/enquiries.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429,"M/s Jkengg,314/5,NA, 5TH CROSS, JAYAPRAKASH NAGAR, GANAPATHY,COIMBATOREjkengg919@gmail.com",Jayakumar9994749762,Supplier,KN95 Masks / N95 Masks,10.0,500.0,Aloevera Tamilnadu
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430,"M/s SAKTHI ELECTRICAL CONTROL,NO.72 RVS NAGAR,
TAGORE ROAD, GANAPATHY,
COIMBATORE -641006sales@sakthistabilizer.in",Thilagar S9786077355,Manufacturer,Sanitizer (Alcohol Based),100.0,200.0,"AUTOMATIC SANITIZER DISPENSER
CONTACT LESS SANITIZER DISPENSER
SANITIZER DISPENSER"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431,"M/s CLOTHIER,C-131 K.H.U-1, SIDCO POST, COIMBATORE-641021clothier.texsmith@gmail.com",Revathy9159189164,Manufacturer,PPE KITS,400.0,2000.0,"We women, 1st generation entrepreneurs looking for capital investment and govt support for our livelihood."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,"M/s CLOTHIER,C-131 K.H.U-1, SIDCO POST, COIMBATORE-641021clothier.texsmith@gmail.com",Revathy9159189164,Manufacturer,3Ply Surgical Masks,2000.0,20000.0,"We women, 1st generation entrepreneurs looking for capital investment and govt support for our livelihood."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,"M/s CLOTHIER,C-131 K.H.U-1, SIDCO POST, COIMBATORE-641021clothier.texsmith@gmail.com",Revathy9159189164,Manufacturer,KN95 Masks / N95 Masks,0.0,15000.0,"We women, 1st generation entrepreneurs looking for capital investment and govt support for our livelihood."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,434,"M/s CLOTHIER,C-131 K.H.U-1, SIDCO POST, COIMBATORE-641021clothier.texsmith@gmail.com",Revathy9159189164,Manufacturer,Hospital Matresses,600.0,6000.0,"We women, 1st generation entrepreneurs looking for capital investment and govt support for our livelihood."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,"M/s CLOTHIER,C-131 K.H.U-1, SIDCO POST, COIMBATORE-641021clothier.texsmith@gmail.com",Revathy9159189164,Manufacturer,Pillows,400.0,2000.0,"We women, 1st generation entrepreneurs looking for capital investment and govt support for our livelihood."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,"M/s ELTEX MARKETING LLP,1-E, SRIVARI SHASHWAT APARTMENT
268/2, RACE COURSE, COIMBATORE - 641 018l.natarajan@cape.in",L.NATARAJAN9442575430,Supplier,3Ply Surgical Masks,5000.0,30000.0,"Mask - Pieces, Hand Sanitizers available in 100 ML, 200 ML, 500 ML, 1 Lit, 5 Lt and 210 Lt. We can supply Mask and Sanitizer through out India."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,"M/s ELTEX MARKETING LLP,1-E, SRIVARI SHASHWAT APARTMENT
268/2, RACE COURSE, COIMBATORE - 641 018l.natarajan@cape.in",L.NATARAJAN9442575430,Supplier,KN95 Masks / N95 Masks,2000.0,10000.0,"Mask - Pieces, Hand Sanitizers available in 100 ML, 200 ML, 500 ML, 1 Lit, 5 Lt and 210 Lt. We can supply Mask and Sanitizer through out India."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,438,"M/s ELTEX MARKETING LLP,1-E, SRIVARI SHASHWAT APARTMENT
268/2, RACE COURSE, COIMBATORE - 641 018l.natarajan@cape.in",L.NATARAJAN9442575430,Supplier,Sanitizer (Alcohol Based),2000.0,12000.0,"Mask - Pieces, Hand Sanitizers available in 100 ML, 200 ML, 500 ML, 1 Lit, 5 Lt and 210 Lt. We can supply Mask and Sanitizer through out India."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439,"M/s Annamalaiar Bags,24/26, Mariamman Koil street, Veerakeralam, Coimbatore 641007annamalaiarbags@gmail.com",Shashikumar Rathinavel9894148399,Manufacturer,3Ply Surgical Masks,400000.0,50000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,"M/s Annamalaiar Bags,24/26, Mariamman Koil street, Veerakeralam, Coimbatore 641007annamalaiarbags@gmail.com",Shashikumar Rathinavel9894148399,Manufacturer,KN95 Masks / N95 Masks,0.0,5000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,"M/s SHABARI IMPEX,40/1, 1st floor, Ganapathy main road, K.R Puram, Avarampalayam, Coimbatore – 641 006shabariimpex@gmail.com",M Srinivasan9445947272,Manufacturer,PPE KITS,80000.0,50000.0,CARAPACE™ SAFETY GOGGLES
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,"M/s Surya Industries,17/3 Kongu nagar
Kovilpalayam
Coimbatore
641107suryaindustriescovai@gmail.com",Jeeva9940888293,Supplier,VENTILATOR,3.0,1.0,Thanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,"M/s Surya Industries,17/3 Kongu nagar
Kovilpalayam
Coimbatore
641107suryaindustriescovai@gmail.com",Jeeva9940888293,Supplier,Hospital Matresses,5.0,2.0,Thanks
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,"M/s KAMAL INDUSTRIES,3/25, KURUNTHACHALA NAGAR      
 K . VADAMADURAI PO, COIMBATORE 641017kbala15@yahoo.co.in",K BALASUBRAMONIAM9443117740,Manufacturer,KN95 Masks / N95 Masks,3000.0,15000.0,"Covid 19 safety handle, safety key, face shield we are manufacturing"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,"M/s Circuit Engineering,9/40-C, Vadavalli Road,
Edayarpalayam,
Coimbatore - 641025circuitengg@gmail.com",Antony9791765290,Supplier,Sanitizer (Alcohol Based),500.0,100.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,"M/s Priyadarishini Chemicals,49/ 2 , Guru Building , Nava India Road, K.R. Puram , Coimbatore - 641006info@prichemgroups.com",Ramkumar Murugan9842822310,Manufacturer,Sanitizer (Alcohol Based),5000.0,1000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447,"M/s Priyadarishini Chemicals,49/2 , Guru Building , Nava India Road, K.R.Puram , Coimbatore - 641006info@prichemgroups.com",Ramkumar Murugan9842822310,Manufacturer,Sanitizer (Alcohol Based),5000.0,1000.0,"100 ml, 250 ml , 500 ml , 5 ltrs , 50 ltrs & 210 Ltrs barrels available . Disinfectant Solution , Handwash , Lysol , Floor Wash available for Industries & Domestic ."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,"M/s Redeem,192/2, Sri Sai nagar second cross, sidco post, sundrapuram, coimbatore- 641021redeemabkgroup@gmail.com",Baggio8838520287,Supplier,3Ply Surgical Masks,100000.0,200000.0,I am a tissue paper manufacturer who supplies for hospitals and clinics. I am dealing with mask and sanitizer also.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,"M/s Redeem,192/2, Sri Sai nagar second cross, sidco post, sundrapuram, coimbatore- 641021redeemabkgroup@gmail.com",Baggio8838520287,Supplier,Sanitizer (Alcohol Based),100000.0,200000.0,I am a tissue paper manufacturer who supplies for hospitals and clinics. I am dealing with mask and sanitizer also.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450,"M/s JAISARA CORPORATION,6/11 Jothi Nager 2nd Street
Ramanujanager Exjaisaracorporation@gmail.com",jayapal9965025239,Manufacturer,PPE KITS,5000.0,20000.0,Face shield manufacturing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,"M/s JAISARA CORPORATION,JK Complex, Masakalipalayam Link Road, Periyar Nagar, Lakshmi Ammal Layout, Lakshmipuram, Uppilipalayam, Tamil Nadu 641015jaisaracorporation@gmail.com",JAYAPAL.S9965025239,Manufacturer,PPE KITS,5000.0,20000.0,Face shield manufacturing
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name:,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452,"M/s ,",,Manufacturer,KN95 Masks / N95 Masks,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name: Cuddalore,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,"M/s SAITHANI MARKETING,17 RUKKUMANI NAGAR 
PATHIRIKUPPAM
CUDDALOREsaithanimarketing@gmail.com",SAITHANI9629132643,Manufacturer,Hospital Matresses,100.0,50.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454,"M/s SAITHANI MARKETING,17 RUKKUMANI NAGAR 
PATHIRIKUPPAM
CUDDALOREsaithanimarketing@gmail.com",SAITHANI9629132643,Manufacturer,Pillows,500.0,250.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,"M/s GPA gas company,Vadalur, Cuddalore Districtgpagascompany@gmail.com",Tr. Gunasekar9442291656,Manufacturer,Medical Oxygen,0.0,200.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456,"M/s SPN ENTERPRISES,Near railway gate, pantruti main road vadalur-607303spntwilight@gmail.com",Prakash.G9865544462,Manufacturer,3Ply Surgical Masks,1000.0,100000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name:,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,"M/s ,",,Manufacturer,PPE KITS,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name: Cuddalore,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458,"M/s SRINITHI ENTERPRISES,20,VALLALAR NAGAR 1st, Cross,
MANJAKUPPAM, CUDDALORE.607001srinithientp@yahoo.co.in",KALAIMANI D9791146274,Manufacturer,3Ply Surgical Masks,30000.0,80000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name:,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459,"M/s ,",,Manufacturer,3Ply Surgical Masks,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name: Cuddalore,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460,"M/s Grace gas,C-9, 10 & 11, SIPCOT Industrial Complex, Kudikadu Village, Cuddalore-605705srp.crimsun@gmail.com",Mr. Ramesh Prabhakar9443230189,Manufacturer,Medical Oxygen,0.0,1500.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,"M/s SRI ASHOK PETRO PRODUCTS,NO 15 SIDCO INDUSTRIAL ESTATE
VADALUR
CUDDALORE-DTaekalaii15@gmail.com",KALAIARASAN M9443329431,Manufacturer,Sanitizer (Alcohol Based),150000.0,150000.0,We are supplying as per customer requirement.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name: Dharmapuri,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462,"M/s Sai Sree Agency,3/175,Gandhi nager,
Matlampatti,Dharmapuri 635205saisreeagency2019@gmail.com",Sasikumar9360796334,Supplier,PPE KITS,1000.0,1500.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463,"M/s TALENT EDUCATION INSTITUTE,Dharmapuri Mainroad,Morappur.P.o HARUR.T.k Dharmapuri.D.ttalentsocial.org@gmail.com",Channa kumar7373868015,Supplier,3Ply Surgical Masks,1000.0,5000.0,"Bulk Order,time delevery, Any Modul well providing"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,"M/s Sai Sree Agency,3/175,Gandhi nager,
Matlampatti,Dharmapuri 635205saisreeagency2019@gmail.com",Sasikumar9360796334,Supplier,3Ply Surgical Masks,100000.0,10000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,"M/s Sai Sree Agency,3/175,Gandhi nager,
Matlampatti,Dharmapuri 635205saisreeagency2019@gmail.com",Sasikumar9360796334,Supplier,KN95 Masks / N95 Masks,50000.0,5000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466,"M/s Sai Sree Agency,3/175,Gandhi nager,
Matlampatti,Dharmapuri 635205saisreeagency2019@gmail.com",Sasikumar9360796334,Supplier,Sanitizer (Alcohol Based),500.0,500.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,"M/s TALENT EDUCATION INSTITUTE,Dharmapuri Mainroad,Morappur.P.o HARUR.T.k Dharmapuri.D.ttalentsocial.org@gmail.com",Channa kumar7373868015,Supplier,Fowler Cot,1000.0,5000.0,"Bulk Order,time delevery, Any Modul well providing"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,"M/s SINDHU FABRIC,PLTO NO:1
SIDCO INDUSTRIAL ESTATE
DHARMAPURI-636705sindhufabrictrg@gmail.com",R.GNANA VADIVEL KUMARAN9443246476,Manufacturer,3Ply Surgical Masks,1000.0,3000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,District Name: Dindigul,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469,"M/s TAAI SCREEN PRINTING PRIVATE LIMITED,12/279,A.RAMANATHAPURAM PRIVU,NADUPATTI\9PO),ATHOOR(TK),DINDIGUL(DT).-624 302taaiscreenprinting1970@gmail.com",NAGENDRAN9443258808,Manufacturer,PPE KITS,0.0,1000.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,470,"M/s Imperial Solutions,No.S-6, Industrial Phase - IInd street, R.M Colony, Dindigul - 624001ihcpharm@gmail.com",Sivaji9443265378,Supplier,Hospital Matresses,100.0,500.0,We are supplying the steriled PPE kits with good quality. We are standard supplier of the medical equipments & hospital furniture. Item wl deliveragainst50%advancepayment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,"M/s The Dindigul lock, hardware and steel furniture workers industrial cooperative societ Ltd.,,16-A, SR mills road, Dindigul - 624003diclock@gmail.com",Thangaraj8072841184,Supplier,Hospital Matresses,1000.0,1000.0,Standard quality of products. Item will be delivered against purchase order with 50% of the advance payments.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472,"M/s The Dindigul lock, hardware and steel furniture workers industrial cooperative societ Ltd.,,16-A, SR mills road, Dindigul - 624003diclock@gmail.com",Thangaraj8072841184,Supplier,KN95 Masks / N95 Masks,500.0,1000.0,Standard quality of products. Item will be delivered against purchase order with 50% of the advance payments.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473,"M/s Imperial Solutions,No.S-6, Industrial Phase - IInd street, R.M Colony, Dindigul - 624001ihcpharm@gmail.com",Sivaji9443265378,Supplier,PPE KITS,750.0,1000.0,We are supplying the steriled PPE kits with good quality. We are standard supplier of the medical equipments & hospital furniture. Item wl deliveragainst50%advancepayment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474,"M/s Robin Steels,16 A SR mills Road, dindiguljosepharmsstrong@gmail.com",Armsstrong9952118494,Manufacturer,Fowler Cot,20.0,50.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475,"M/s Imperial Solutions,No.S-6, Industrial Phase - IInd street, R.M Colony, Dindigul - 624001ihcpharm@gmail.com",Sivaji9443265378,Supplier,KN95 Masks / N95 Masks,350.0,1000.0,We are supplying the steriled PPE kits with good quality. We are standard supplier of the medical equipments & hospital furniture. Item wl deliveragainst50%advancepayment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,"M/s Imperial Solutions,No.S-6, Industrial Phase - IInd street, R.M Colony, Dindigul - 624001ihcpharm@gmail.com",Sivaji9443265378,Supplier,Pillows,200.0,500.0,We are supplying the steriled PPE kits with good quality. We are standard supplier of the medical equipments & hospital furniture. Item wl deliveragainst50%advancepayment
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,"M/s Star seven  eleven,No.1 New rice mill road2street, sunrajapuram,madurai-625011Star7eleven@gmail.com",P.nagarathinam9944428842,Supplier,PPE KITS,1000.0,1700.0,ஆர்டரின் பெயரில் வழங்கப்படும்
